Test node index	True parents	Predicted parents	macro_mr	micro_mr	hit_at_1	hit_at_3	mrr_scaled_10
store and forward	computer hardware, telecommunications, computer network	computer network, operating system, computer science, telecommunications, world wide web	5.333333333333333	5.333333333333333	0.3333333333333333	0.6666666666666666	0.8333333333333334
hilbert s fourteenth problem	rigged hilbert space, hilbert manifold, reproducing kernel hilbert space, projective hilbert space, unitary operator	abelian extension, galois cohomology, galois module, operator algebra, finite rank operator	40.4	40.4	0.0	0.0	0.3019047619047619
protective vest	vest	human factors and ergonomics, artificial intelligence, operating system, composite number, computer security	115.0	115.0	0.0	0.0	0.08333333333333333
waveform shaping	waveform	modulation, pulse, telecommunications, waveform, bandwidth	4.0	4.0	0.0	0.0	1.0
geniac	operating system	artificial intelligence, computer science, programming language, operating system, computer hardware	4.0	4.0	0.0	0.0	1.0
nardostachy	volatile	arboriculture, pear, camellia, pepper, volatile	5.0	5.0	0.0	0.0	1.0
join pattern	reactive programming	programming language, distributed concurrency control, haskell, concurrency, object	10.0	10.0	0.0	0.0	1.0
cyclomatic complexity	software	computer science, programming language, software engineering, operating system, software construction	6.0	6.0	0.0	0.0	1.0
serial attached scsi	embedded system, computer hardware, operating system	operating system, embedded system, computer hardware, computer data storage, serial communication	1.0	1.0	1.0	1.0	1.0
raymond s algorithm	distributed computing, programming language	distributed computing, distributed concurrency control, distributed transaction, computer science, causal consistency	33.0	33.0	0.5	0.5	0.5714285714285714
concurrency semantics	semantics, concurrency	denotational semantics, model checking, operational semantics, programming language, well founded semantics	21.5	21.5	0.0	0.0	0.41666666666666663
generalized eeg pattern	electroencephalography	electroencephalography, ictal, magnetoencephalography, eeg fmri, slow wave sleep	1.0	1.0	1.0	1.0	1.0
virtual reality simulator	virtual reality	robotic surgery, robot, artificial intelligence, virtual reality, human computer interaction	4.0	4.0	0.0	0.0	1.0
combinational logic	logic gate	logic gate, logic optimization, logic family, logic synthesis, synchronous circuit	1.0	1.0	1.0	1.0	1.0
wedge sum	lp space, interpolation space	operator, initial topology, embedding, algorithm, banach space	24.0	24.0	0.0	0.0	0.41666666666666663
demand signal repository	data mining	customer service assurance, online analytical processing, search engine, data warehouse, database	10.0	10.0	0.0	0.0	1.0
gnosiology	ontology	artificial intelligence, computer science, ontology, cybernetics, machine learning	3.0	3.0	0.0	1.0	1.0
maker culture	knowledge management, multimedia, artificial intelligence	artificial intelligence, knowledge management, multimedia, computer science, human computer interaction	1.0	1.0	1.0	1.0	1.0
graph structured stack	programming language, algorithm	tree adjoining grammar, programming language, l attributed grammar, regular language, nested word	12.0	12.0	0.0	0.5	0.6666666666666666
objectory	booch method, software development process	unified modeling language, applications of uml, uml tool, class diagram, software development process	97.0	97.0	0.0	0.0	0.5263157894736842
internet fax	facsimile, the internet	operating system, world wide web, artificial intelligence, the internet, computer network	96.5	96.5	0.0	0.0	0.5263157894736842
indexing head	artificial intelligence, computer hardware	artificial intelligence, computer hardware, operating system, computer vision, computer science	1.0	1.0	1.0	1.0	1.0
behrmann projection	projection	projection, azimuthal equidistant projection, equirectangular projection, graphical projection, pyramid	1.0	1.0	1.0	1.0	1.0
dependency hell	software construction, component based software engineering	programming language, software engineering, software, operating system, java	8.0	8.0	0.0	0.0	1.0
spectral atlas	stars	stars, binary star, white dwarf, variable star, supergiant	1.0	1.0	1.0	1.0	1.0
nested sampling algorithm	bayesian inference	markov chain monte carlo, machine learning, bayesian probability, artificial intelligence, spatial analysis	13.0	13.0	0.0	0.0	0.5
data distribution service	quality of service, middleware	cloud computing, operating system, distributed computing, computer science, real time computing	50.5	50.5	0.0	0.0	0.19642857142857142
joint prosthesis replacement	prosthesis	prosthesis, nasal prosthesis, robotic surgery, mallet finger, facial prosthesis	1.0	1.0	1.0	1.0	1.0
triebel lizorkin space	interpolation space	banach space, lp space, finite rank operator, fourier integral operator, hilbert space	6.0	6.0	0.0	0.0	1.0
vlynq	operating system, computer network	operating system, computer hardware, embedded system, computer network, telecommunications	2.0	2.0	0.5	1.0	1.0
thread local storage	thread safety	operating system, programming language, thread, garbage collection, pointer	92.0	92.0	0.0	0.0	0.1
organizational identification	organizational commitment	organizational commitment, knowledge management, organizational behavior and human resources, organizational learning, organizational culture	1.0	1.0	1.0	1.0	1.0
sgsm	operating system, telecommunications	artificial intelligence, operating system, computer science, programming language, telecommunications	3.0	3.0	0.0	0.5	1.0
sudden ionospheric disturbance	ionospheric heater, ionospheric absorption	radio wave, radar, telecommunications, ionospheric heater, ionospheric absorption	4.0	4.0	0.0	0.0	1.0
existential theory of the reals	structural complexity theory	algorithm, programming language, artificial intelligence, theoretical computer science, computer science	40.0	40.0	0.0	0.0	0.25
policy appliances	operating system, computer security	security information and event management, information security, computer security, privacy by design, internet privacy	26.5	26.5	0.0	0.5	0.6
ceemac	programming language	programming language, lisp, compiler, fifth generation programming language, procedural programming	1.0	1.0	1.0	1.0	1.0
pda computers	vector graphics, state plane coordinate system	operating system, embedded system, computer hardware, software, programming language	5872.0	5872.0	0.0	0.0	0.0018431372549019606
productivity paradox	information technology	computer science, artificial intelligence, operating system, technological change, information and communications technology	8.0	8.0	0.0	0.0	1.0
avaya simple loop prevention protocol	vlan access control list	connection oriented ethernet, internet protocol control protocol, ethernet over sdh, computer network, metro ethernet	307.0	307.0	0.0	0.0	0.03225806451612903
dvb sh	digital video broadcasting, orthogonal frequency division multiplexing	telecommunications, digital video broadcasting, digital television, operating system, broadcasting	3.5	3.5	0.0	0.5	1.0
carriage return	carriage	operating system, computer hardware, embedded system, programming language, artificial intelligence	1194.0	1194.0	0.0	0.0	0.008333333333333333
screw theory	parallel manipulator	artificial intelligence, robot, parallel manipulator, robot kinematics, robot control	3.0	3.0	0.0	1.0	1.0
technology intelligence	knowledge management	knowledge management, computer science, artificial intelligence, information and communications technology, data science	1.0	1.0	1.0	1.0	1.0
reinventing the wheel	programming language, operating system	programming language, operating system, computer science, artificial intelligence, computer hardware	1.0	1.0	1.0	1.0	1.0
coppersmith winograd algorithm	ramer douglas peucker algorithm	suurballe s algorithm, yen s algorithm, null move heuristic, linear cryptanalysis, bottleneck traveling salesman problem	42.0	42.0	0.0	0.0	0.2
3g 324m	codec, telephony	operating system, computer network, telecommunications, broadcasting, wireless	31.5	31.5	0.0	0.0	0.29166666666666663
kendall tau distance	ranking	artificial intelligence, computer science, algorithm, machine learning, cluster analysis	8.0	8.0	0.0	0.0	1.0
assembly	programming language	operating system, programming language, thread, java, unix	2.0	2.0	0.0	1.0	1.0
cross docking	scheduling	operating system, schedule, scheduling, simulation, artificial intelligence	3.0	3.0	0.0	1.0	1.0
global map	artificial intelligence, computer vision	artificial intelligence, computer vision, computer science, operating system, spatial analysis	1.0	1.0	1.0	1.0	1.0
fibre channel over ethernet	ethernet flow control	computer network, connection oriented ethernet, ethernet, ethernet over sdh, metro ethernet	49.0	49.0	0.0	0.0	0.2
interconnect bottleneck	interconnection, chip, integrated circuit	embedded system, chip, distributed computing, integrated circuit, interconnection	2.6666666666666665	2.6666666666666665	0.0	1.0	1.0
munda language	grammar	grammar, bengali, sign language, mandarin chinese, artificial intelligence	1.0	1.0	1.0	1.0	1.0
copy object	copying	artificial intelligence, operating system, computer hardware, computer vision, programming language	7.0	7.0	0.0	0.0	1.0
handwriting difficulties	handwriting	handwriting, artificial intelligence, vocabulary, speech recognition, language assessment	1.0	1.0	1.0	1.0	1.0
